"SpillNumber","DateReported","Note","Product","ProductNote","Town","Location","LATITUDE","LONGITUDE"
"A-49-2000",1/21/2000,"","Gasoline Unspecified","","NEWCASTLE","",44.080239,-69.536783
"A-50-1990",2/13/1990,"","Diesel","","WATERVILLE","",44.508329,-69.701667
"A-50-1999",1/22/1999 8:25:00 AM,"","Unleaded Gasoline","","ROCKLAND","",44.12251,-69.100421
"A-50-2000",1/20/2000,"","Hydraulic Oil","","RUMFORD","",44.552361,-70.540829
"A-51-1997",2/19/1997,"","Hydraulic Oil","","RUMFORD","",44.552361,-70.540829
"A-51-1998",2/6/1998 1:30:00 PM,"","Lube Oil","","RUMFORD","",44.552361,-70.540829
"A-51-2000",1/21/2000,"","Hydraulic Oil","","RUMFORD","",44.552361,-70.540829
"A-51-2003",2/1/2003 12:00:11 PM,"2 gals out of vent onto siding at Rockland High School","#2 Fuel Oil","","ROCKLAND","Broadway",44.116349,-69.114427
"A-51-2007",1/29/2007 10:30:00 AM,"Estimated 70 gallons at residential AST.","#1 Fuel Oil - Kerosene","","NORTHPORT","84 Bayside Road",44.382726,-68.981917
"A-51-2008",1/16/2008,"Outside AST filter leak, 200 gallons spilled. ","#1 Fuel Oil - Kerosene","","AUGUSTA","340 Ingraham Mountain Road Frank Finley 445-2548",44.367044,-69.664656
"A-52-1994",2/8/1994,"","Liquors","White, green, etc..  Please specify type in Products Found table - Additional Description field.","RUMFORD","",44.552361,-70.540829
"A-52-1995",2/8/1995 12:45:00 PM,"","Diesel","","RUMFORD","",44.552361,-70.540829
"A-52-1997",2/21/1997,"","#1 Fuel Oil - Kerosene","","MADISON","",44.84994,-69.757263
"A-52-1999",1/23/1999 9:05:00 AM,"","Unleaded Gasoline","","DAMARISCOTTA","",44.032679,-69.532306
"A-52-2003",2/2/2003 12:07:02 PM,"250 gals at Garry Blackman Jr. on Pine View Ridge","#1 Fuel Oil - Kerosene","","BOOTHBAY","18 Pine View Ridge",43.878087,-69.595959
"A-53-1988",2/18/1988 1:00:00 PM,"","Waste Oil/Used Motor Oil","","WATERVILLE","",44.569071,-69.628958
"A-53-1998",2/6/1998,"","Diesel","","WILTON","",44.593131,-70.206534
"A-53-1999",1/23/1999 7:50:00 PM,"","#1 Fuel Oil - Kerosene","","CANAAN","",44.820345,-69.572275
"A-53-2002",1/18/2002 10:00:03 AM,"Malcolm Prosser; possible gasoline contamination in well. Northeast Labs shows 20 ppb. Took samples to confirm including DRO, GRO, and Mass spec","Gasoline Unspecified","","CORNVILLE","Route 150 and 43 at Cass Corner 4 Chapman Rd  Cornville",44.903669,-69.699585
"A-53-2010",1/28/2010 11:10:00 AM,"Line leak in craw space, unknown amount spilled.","#2 Fuel Oil","","BOOTHBAY","10 Buffle Head Cove Road Stevie Colburn 380-9422",43.881954,-69.660575
"A-54-1990",2/14/1990,"","#1 Fuel Oil - Kerosene","","MONMOUTH","",44.181524,-69.992531
"A-54-1996",2/6/1996 1:00:00 PM,"","Unspecified Fuel Oil","","WATERVILLE","",44.52472,-69.693608
"A-54-1999",1/24/1999 10:15:00 AM,"","Lube Oil","","RUMFORD","",44.552361,-70.540829
"A-54-2007",2/4/2007 12:15:00 AM,"Tractor trailer roll over, 100 gallons spilled.","Diesel","","NEW PORTLAND","RT 16",44.945594,-70.076975
"A-54-2008",1/18/2008 5:10:00 PM,"ATV hit line and filter assembly. Leak detected almost immediately. ","#1 Fuel Oil - Kerosene","","BELGRADE","657 manchester rd. home of Grant",44.431915,-69.856893
"A-54-2012",1/25/2012 2:35:00 PM,"200 gallons to ground from frozen filter","#1 Fuel Oil - Kerosene","","FARMINGTON","109 Twin Birches Lane Brian Merchant 491-8958",44.663529,-70.162053
"A-54-2014",1/27/2014 8:40:00 PM,"20  to 30 gallons to basement floor and floor drain","#2 Fuel Oil","","ROCKLAND","15 Knox st",44.112896,-69.106727
"A-55-1985",3/29/1985 8:00:00 AM,"","#1 Fuel Oil - Kerosene","","GREENE","",44.212509,-70.138893
"A-55-2002",1/29/2002 10:30:21 AM,"100 gallon AST; nipple broke","#1 Fuel Oil - Kerosene","","PITTSFIELD","3000 Phillips Corner Rd Pittsfield",44.79888,-69.43838
"A-55-2004",1/21/2004 12:00:00 PM,"2-3 gallons of gasoline, overfill @ gas pump.","Gasoline Unspecified","","DAMARISCOTTA","Route 1A, Big Daves",44.03259,-69.52055
"A-55-2007",2/2/2007 4:30:00 PM,"Vehicle gas leak","Gasoline Unspecified","","MONMOUTH","",44.274347,-70.029597
"A-55-2008",1/20/2008 11:30:00 AM,"tree limb smacked filter","#1 Fuel Oil - Kerosene","","ROCKPORT","26 Forest Street ",44.184306,-69.102092
"A-56-1989",1/27/1989,"","#6 Fuel Oil","","WATERVILLE","",44.575622,-69.611156
"A-56-1995",2/13/1995,"","Gasoline Unspecified","","CLINTON","",44.637969,-69.497617
"A-56-1997",2/24/1997 10:25:00 AM,"","Pesticide General","","RUMFORD","",44.552361,-70.540829
"A-57-2008",1/22/2008 10:00:00 AM,"DRO analysis of 110 ag/l    Number 1 or 2 heating oil","#1 Fuel Oil - Kerosene","","VINALHAVEN","99 Old Harbor Road - Lida Romer",44.04622,-68.850456
"A-58-2012",1/29/2012 4:30:00 PM,"75 gallons to ground from corrosion leak. ","#1 Fuel Oil - Kerosene","","CORNVILLE","480 Molunkus Road",44.831443,-69.722839
"A-59-1996",2/10/1996,"","#2 Fuel Oil","","BRISTOL","",43.957362,-69.509485
"A-59-2012",1/30/2012 9:14:00 AM,"Outside AST corrosion est. 50 gallons spilled","#1 Fuel Oil - Kerosene","","SIDNEY","60 Mills Rd Stephanie Wilkins 592-1491",44.41784,-69.820148
"A-60-1985",4/8/1985 3:00:00 PM,"","#6 Fuel Oil","","OAKLAND","",44.550066,-69.707269
"A-60-1989",2/9/1989,"","#2 Fuel Oil","","WINDSOR","",44.283075,-69.593921
"A-60-1992",1/20/1992,"","Unspecified Motor Fuel","","CHESTERVILLE","",44.551355,-70.085866
"A-60-1996",2/10/1996,"","Non-Hazardous Chemical - Specified in report","","RUMFORD","",44.552361,-70.540829
"A-60-1997",2/25/1997,"","Gasoline Unspecified","","LEEDS","",44.342417,-70.181976
"A-60-1998",2/4/1998,"","Gasoline Unspecified","","BELMONT","",44.397471,-69.135115
"A-60-2002",1/31/2002 3:10:58 PM,"An estimated 200 gallon K-1 spill to ground.  ","#1 Fuel Oil - Kerosene","","LEEDS","Rodney and Linda Jennings  92 Fish Road Leeds 04263  (207) 524-3851  219 West to a left on Fish Road after Route 106",44.337772,-70.168533
"A-60-2005",2/9/2005 2:30:00 PM,"Tank removal  light contamination","Gasoline Unspecified","","THOMASTON","83 Wadsworth Street  Waterfront Market",44.072695,-69.18803
"A-60-2013",1/28/2013 8:05:00 AM,"Filter leak, outside AST, est. 200 gallons spilled","#1 Fuel Oil - Kerosene","","ISLESBORO","379 Main Road Ann Bertulli 734-0974",44.308064,-68.90291
"A-61-1990",2/22/1990,"","Gasoline Unspecified","","MOUNT VERNON","",44.499989,-69.988804
"A-61-2005",2/9/2005 8:15:00 AM,"2 AST located outside of bldg. near boiler room...","#1 Fuel Oil - Kerosene","","SUMNER","854 main street",44.374211,-70.441817
"A-62-1995",2/22/1995 8:30:00 AM,"","#1 Fuel Oil - Kerosene","","AUGUSTA","",44.337697,-69.753192
"A-62-1996",2/13/1996 9:45:00 AM,"","#2 Fuel Oil","","ALBION","",44.532218,-69.442218
"A-62-1997",2/25/1997 8:52:00 PM,"","Diesel","","RUMFORD","",44.552361,-70.540829
"A-62-2000",1/27/2000 1:00:00 PM,"","#1 Fuel Oil - Kerosene","","FREEDOM","",44.465876,-69.35362
"A-62-2003",2/10/2003 9:04:15 AM,"residential ASP spill; est 75-100 gal","#1 Fuel Oil - Kerosene","","CUSHING","65 Pine Ridge Dr, Cushing",43.997249,-69.263536
"A-63-1994",2/14/1994,"","Hazardous Chemical - Specified in report","","RUMFORD","",44.552361,-70.540829
"A-63-1998",2/10/1998 5:41:00 PM,"","Hazardous Chemical - Specified in report","","RUMFORD","",44.552361,-70.540829
"A-63-2001",2/2/2001 4:30:00 PM,"","#1 Fuel Oil - Kerosene","","WASHINGTON","",44.245697,-69.381891
"A-63-2004",1/31/2004 9:30:00 AM,"fitting leak on outside AST Clean up Options signed 2-1 AST app. sent 2-13","#1 Fuel Oil - Kerosene","","DRESDEN","133 Blinn Hill Rd.",44.109365,-69.713176
"A-63-2007",2/8/2007 10:10:00 AM,"Report of oil in well, previous spills A-86-91 & A-229-02 .","#1 Fuel Oil - Kerosene","","BELFAST","7 Marsh RD. Kenneth Ash 338-1994",44.437716,-69.029565
"A-63-2011",1/28/2011 8:30:00 AM,"1500 gallons to earthen dike from storage ASTs. Vandalism is expected.","Anti-freeze","","VASSALBORO","Cyn Oil 2232 Riverside Dr",44.45557,-69.680069
"A-64-1987",3/17/1987,"","Unleaded Gasoline","","BELMONT","",44.39739,-69.130574
"A-64-1988",2/29/1988 9:15:00 AM,"","Diesel","","WATERVILLE","",44.567781,-69.617815
"A-64-1990",2/26/1990,"","Lube Oil","","WATERVILLE","",44.567781,-69.617815
"A-64-1991",2/12/1991 10:00:00 AM,"","Lube Oil","","WATERVILLE","",44.567781,-69.617815
"A-64-2001",2/4/2001 5:45:00 AM,"","#1 Fuel Oil - Kerosene","","DRESDEN","",44.017603,-69.760287
"A-64-2005",2/12/2005 10:00:00 AM,"300 gallons to Dark Harbor","#2 Fuel Oil","","ISLESBORO","Warren Residence",44.261099,-68.913783
"A-64-2007",2/9/2007 7:55:00 AM,"10 gallons of oil discovered in UST sump.","#2 Fuel Oil","","AUGUSTA","Maine General Medical Center 6 East Chestnut ST. Wayne Dyer 626-1510",44.312325,-69.768517
"A-65-2001",2/5/2001,"","#1 Fuel Oil - Kerosene","","ROME","",44.525057,-69.915397
"A-66-1987",3/19/1987 4:30:00 PM,"","#6 Fuel Oil","","AUGUSTA","",44.315973,-69.756856
"A-66-2000",1/31/2000 10:15:00 AM,"","Hazardous Chemical - Specified in report","","RUMFORD","",44.552361,-70.540829
"A-66-2006",1/26/2006 9:35:00 AM,"Excavating to replace culvert and ran into dark stained soil.  Will excavate soil and store in roll off from Waste Management Crossroads.","#6 Fuel Oil","","JAY","IP Mill",44.504643,-70.238771
"A-66-2009",2/12/2009 8:20:00 AM,"J&S Oil home delivery truck rollover 1,600 gallons","Unspecified Fuel Oil","","SMITHFIELD","wetland on S.W. shore of East Pond",44.595405,-69.794902
"A-66-2014",2/1/2014,"Pick-up truck fire.   15 gallons to ground.","E-10","0-25% ethanol; remainder gasoline","TURNER","21 Aca Drive",44.265404,-70.19456
"A-67-1987",3/20/1987 11:20:00 AM,"","Diesel","","WATERVILLE","",44.567781,-69.617815
"A-67-2003",2/12/2003 2:30:28 PM,"~75 gal to small pond","#1 Fuel Oil - Kerosene","","BOOTHBAY","Smalley residence",43.877548,-69.608466
"A-68-1986",4/3/1986,"","Gasoline Unspecified","","AUGUSTA","",44.30472,-69.743056
"A-68-1995",2/24/1995 3:15:00 PM,"","#2 Fuel Oil","","WATERVILLE","",44.551474,-69.630333
"A-68-2013",1/30/2013 11:20:00 AM,"Truck Accident lost contents of saddle tanks ","Diesel","","EDGECOMB","Dube Excavation inc Rt 1 Atlantic highway",44.002452,-69.623999
"A-69-1988",3/2/1988 2:50:00 PM,"","#6 Fuel Oil","","GARDINER","",44.227218,-69.781388
"A-69-1989",2/22/1989 1:20:00 PM,"","Gasoline Unspecified","","BELGRADE","",44.469443,-69.833333
"A-69-1994",2/27/1994 12:30:00 PM,"","Anti-freeze","","RUMFORD","",44.552361,-70.540829
"A-69-1997",3/3/1997 3:00:00 PM,"","#2 Fuel Oil","","INDUSTRY","",44.759945,-70.032109
"A-69-2001",2/7/2001 10:00:00 AM,"","#1 Fuel Oil - Kerosene","","PITTSTON","",44.22222,-69.695884
"A-69-2005",2/9/2005,"Maritime Farms   AST estimated 200 gallons  Options agreement signed 3-17-05 sent FUND app. on 4-5-05","#2 Fuel Oil","","MONTVILLE","Route  3",44.405258,-69.321983
"A-69-2012",2/3/2012 7:50:00 AM,"Downeast overfill est. 100 gallons spilled","Diesel","","AUGUSTA","Dragon Products - Bond Brook Road Bob Martineau 446-6645",44.333886,-69.801911
"A-70-1984",5/17/1984 3:00:00 PM,"","#1 Fuel Oil - Kerosene","","AUGUSTA","",44.358963,-69.772846
"A-70-1991",2/14/1991 5:45:00 PM,"","#2 Fuel Oil","","WINTHROP","",44.30639,-69.974722
"A-70-1995",2/24/1995 4:30:00 PM,"","#1 Fuel Oil - Kerosene","","SOUTH THOMASTON","",44.052195,-69.12395
"A-70-2005",2/10/2005 4:00:00 PM,"","#2 Fuel Oil","","OWLS HEAD","14 Coopersbeach Road",44.084007,-69.090158
"A-71-1995",2/27/1995 5:05:00 PM,"","#1 Fuel Oil - Kerosene","","WISCASSET","",43.998385,-69.700581
"A-71-1996",2/16/1996 11:30:00 AM,"","Unspecified Motor Fuel","","JAY","",44.48413,-70.200413
"A-71-1999",2/3/1999,"","#1 Fuel Oil - Kerosene","","NEWCASTLE","",44.095209,-69.527744
"A-71-2001",2/7/2001 7:30:00 AM,"","#1 Fuel Oil - Kerosene","","OAKLAND","",44.549179,-69.760403
"A-71-2006",1/29/2006 10:00:00 AM,"50 gallons, vandalism? send AST appl and Clean up options  AST application and Clean-up Options mailed 5-3-2006","#1 Fuel Oil - Kerosene","","CHINA","Rotue 3, behind Market and Deli owned by Barber",44.390929,-69.584694
"A-71-2007",2/26/2007 8:15:00 AM,"Minor vehicle overfills, auto shut off not working","Gasoline Unspecified","","MONMOUTH","Monmouth Kwik Stop",44.244167,-70.034059
"A-71-2011",2/1/2011,"Damage to filter assembly caused the release of 70 gallons of K-1","#1 Fuel Oil - Kerosene","","FAIRFIELD","136 Ohio Hill Road",44.623963,-69.648631
"A-72-1994",2/26/1994,"","Liquors","White, green, etc..  Please specify type in Products Found table - Additional Description field.","RUMFORD","",44.552361,-70.540829
"A-72-1996",2/20/1996 8:15:00 AM,"","#2 Fuel Oil","","READFIELD","",44.352556,-69.975082
"A-72-2009",2/13/2009 7:15:00 PM,"200 plus gallons lost from damaged filter from snow and ice. ","#1 Fuel Oil - Kerosene","","GARDINER","178 Marston Road",44.198209,-69.780907
"A-73-1996",2/12/1996 12:41:00 PM,"","Lube Oil","","RUMFORD","",44.552361,-70.540829
"A-73-2005",2/15/2005 8:00:00 AM,"Approx.  200 gallons","#2 Fuel Oil","","PITTSFIELD","Pittsfield  School",44.787697,-69.391157
"A-73-2007",2/15/2007 4:00:00 PM,"Front end loader broke fitting on tank.  By Jordan Lumber at property of Laurie White","#1 Fuel Oil - Kerosene","","CARRABASSETT VALLEY","Off Rt 27,  Town Farm Road",45.067296,-70.20171
"A-73-2011",2/11/2011 8:05:00 AM,"Sheared filter; 75 gallons spilled","#1 Fuel Oil - Kerosene","","MONMOUTH","11 Karen Ave",44.182835,-69.98138
"A-74-1995",3/1/1995 2:50:00 PM,"","#2 Fuel Oil","","AUGUSTA","",44.309445,-69.758611
"A-74-1997",3/10/1997 12:10:00 PM,"","Gasoline Unspecified","","ROCKLAND","",44.096857,-69.131958
"A-74-2000",2/7/2000,"","Gasoline Unspecified","","BOOTHBAY","",43.900581,-69.626345
"A-74-2001",2/9/2001 12:45:00 PM,"","#1 Fuel Oil - Kerosene","","WASHINGTON","",44.246665,-69.365105
"A-74-2002",2/9/2002 8:45:48 PM,"Tank filled 2/6/02,  tank leaked  2/9/02, 60 gallons pumped out ","#2 Fuel Oil","","ST GEORGE","Route 131 in Tenant's Harbor, 0.6 miles South of Baptist Church.  Look for house with "John Birch Society" sign on barn.",43.957138,-69.216261
"A-74-2006",1/31/2006 8:50:00 AM,"Valve problem on delivery truck, 200 gallons spilled.","Diesel","","TURNER","Big Apple Rt. 4 Turner, 225-3752",44.188705,-70.238086
"A-75-1995",3/2/1995,"","Hydraulic Oil","","KIBBY TWP","",45.341972,-70.609357
"A-75-1997",3/15/1997,"","Unleaded Gasoline","","COBURN GORE","",45.378716,-70.803878
"A-75-2002",2/10/2002 1:08:30 PM,"no heat Tuesday, 100 gallons delivered.  No heat Sunday, firomatic cracked.  Call Frontier Oil for earlier delivery records","#1 Fuel Oil - Kerosene","","ALBION","220 Abbot Rd. Albion.  Route 202, left onto Abbot, go 1 mile, house trailer on left, Box 3016",44.337796,-70.168444
"A-75-2003",2/17/2003 12:45:58 PM,"Dead River (873-5115) reported a pin hold leak in AST. The house is unoccupied and for sale. Realtor is Lois Durates (873-0715). Spilled to concrete floor","#2 Fuel Oil","","WATERVILLE","12 Sturtevant St",44.567952,-69.621939
"A-75-2006",2/2/2006 12:45:00 PM,"Tank corrosion, minor spill","#2 Fuel Oil","","AUGUSTA","518 Riverside Drive, John Nims 287-6496",44.348691,-69.748531
"A-76-1995",3/2/1995 1:30:00 PM,"","Liquors","White, green, etc..  Please specify type in Products Found table - Additional Description field.","RUMFORD","",44.552361,-70.540829
"A-77-1987",4/9/1987,"","Leaded Gasoline","","NORTHPORT","",44.383114,-68.985959
"A-77-1994",3/2/1994 2:35:00 PM,"","Liquors","White, green, etc..  Please specify type in Products Found table - Additional Description field.","RUMFORD","",44.552361,-70.540829
"A-77-1995",3/2/1995,"","#2 Fuel Oil","","RUMFORD","",44.552361,-70.540829
"A-77-1996",2/16/1996 2:30:00 PM,"","Unspecified Oil","","FAIRFIELD","",44.598368,-69.666957
"A-77-2003",2/19/2003 2:20:22 PM,"AST leak to soil at the Town of Greene Fire House. Steve Eldridge 207-946-5146 (town manager)","#2 Fuel Oil","","GREENE","Town of Greene Fire Department",44.194405,-70.147779
"A-78-1984",5/29/1984,"","Diesel","","BOOTHBAY HARBOR","",44.358963,-69.772846
"A-78-1988",3/9/1988 9:00:00 AM,"","Hazardous Chemical - Unspecified","","LEEDS","",44.22136,-70.091119
"A-78-1991",3/7/1991,"","Unleaded Gasoline","","SMITHFIELD","",44.631835,-69.827277
"A-78-1997",3/17/1997,"","Lube Oil","","RUMFORD","",44.552361,-70.540829
"A-78-2001",2/12/2001 9:30:00 AM,"","#1 Fuel Oil - Kerosene","","EUSTIS","",45.139265,-70.4287
"A-78-2005",2/16/2005 3:15:00 PM,"1/4 gallon gasoline to pavement from an automobile fuel tank.","Unleaded Gasoline","","WATERVILLE","Big Apple, 33 Elm Street, Waterville",44.548171,-69.634284
"A-79-1986",4/10/1986,"","Gasoline Unspecified","","CLINTON","",44.782608,-68.780184
"A-79-1996",2/19/1996 4:05:00 PM,"","Sulfuric Acid","","RUMFORD","",44.552361,-70.540829
"A-80-1986",4/10/1986 11:00:00 AM,"","#2 Fuel Oil","","WATERVILLE","",44.549097,-69.658784
"A-80-1991",2/22/1991,"","None","","CAMDEN","",44.208265,-69.066171
"A-80-1995",3/4/1995 11:00:00 AM,"","Hydraulic Oil","","RUMFORD","",44.552361,-70.540829
"A-80-1997",3/20/1997,"","Unleaded Gasoline","","WALDOBORO","",44.102858,-69.37303
"A-80-2003",2/21/2003 1:35:35 PM,"upcoming UST tank pull-possible contamination around piping to dispenser","Diesel","","THOMASTON","Dragon Cement",44.083823,-69.155078
"A-80-2007",2/22/2007 4:00:00 PM,"Water analysis complaint from Alex Pugh","Non-Hazardous Chemical - Specified in report","","WISCASSET","",44.039578,-69.668155
"A-81-1989",2/1/1989,"","Gasoline Unspecified","","JEFFERSON","",44.201014,-69.457796
"A-81-2001",2/12/2001 4:00:00 PM,"","#1 Fuel Oil - Kerosene","","GARDINER","",44.166398,-69.789571
"A-81-2002",2/8/2002 4:27:51 PM,"firomatic valve break","#2 Fuel Oil","","NEW VINEYARD","44 Staples Rd; off Rt 27",44.745768,-70.141125
"A-81-2003",2/20/2003 5:25:20 PM,"minor gasoline spill","Gasoline Unspecified","","AUGUSTA","Capital Street Exxon",44.310088,-69.792487
"A-82-1987",3/29/1987 7:15:00 PM,"","#1 Fuel Oil - Kerosene","","TURNER","",44.246869,-70.283512
"A-82-2005",2/17/2005 8:00:00 AM,"100 Gallons+","#1 Fuel Oil - Kerosene","","WHITEFIELD","Arlington Grange Rt 126",44.22208,-69.590067
"A-82-2011",2/3/2011 1:31:00 PM,"5-10 gallons; filter sheared","#1 Fuel Oil - Kerosene","","WINTHROP","34 Owens Road",44.298461,-70.006653
"A-83-1988",1/11/1988 2:45:00 PM,"","Leaded Gasoline","","TURNER","",44.260927,-70.216545
"A-83-1999",2/11/1999,"","#1 Fuel Oil - Kerosene","","VASSALBORO","",44.463264,-69.575408
"A-84-1990",2/13/1990,"","#2 Fuel Oil","","WINTHROP","",44.308052,-69.970833
"A-84-1995",3/13/1995 11:15:00 AM,"","#2 Fuel Oil","","GARDINER","",44.228889,-69.770272
"A-85-1986",4/15/1986,"","Unspecified Oil","","WINSLOW","",44.533188,-69.628751
"A-85-1990",3/14/1990 7:10:00 AM,"","#1 Fuel Oil - Kerosene","","GARDINER","",44.226672,-69.778373
"A-86-1991",2/27/1991,"","#1 Fuel Oil - Kerosene","","BELFAST","",44.437733,-69.027647
"A-86-2001",2/13/2001 3:00:00 PM,"","#1 Fuel Oil - Kerosene","","CHESTERVILLE","",44.607744,-70.074718
"A-86-2002",2/14/2002 3:44:53 PM,"","#1 Fuel Oil - Kerosene","","UNITY","73 Killdeer Dr.",44.614903,-69.347057
"A-86-2005",2/21/2005 6:00:00 AM,"50 gallons, 20 to car, 30 to pavement.","Gasoline Unspecified","","TURNER","Bear Pond Variety",44.344049,-70.256899
"A-86-2006",2/8/2006 2:55:00 PM,"50 gallons #2 oil from overfill","#2 Fuel Oil","","DAMARISCOTTA","Miles Memorial Hospital, Damariscotta",44.026383,-69.530076
"A-86-2009",2/11/2009 10:00:00 AM,"Fire at cottage, AST damage","#1 Fuel Oil - Kerosene","","RICHMOND","9 Bernier Lane",44.152409,-69.870188
"A-87-1987",4/1/1987 8:30:00 AM,"","Gasoline Unspecified","","BELGRADE","",44.467496,-69.833611
"A-87-1989",3/9/1989 4:00:00 PM,"","#4 Fuel Oil","","GARDINER","",44.226738,-69.773934
"A-87-1990",3/14/1990,"","Gasoline Unspecified","","WINDSOR","",44.310673,-69.58138
"A-87-1996",2/23/1996 11:15:00 AM,"","#2 Fuel Oil","","NEWCASTLE","",44.015559,-69.582784
"A-87-1998",2/28/1998,"","#1 Fuel Oil - Kerosene","","MONHEGAN ISLAND PLT","",43.765814,-69.318837
"A-87-2004",2/4/2004 4:15:00 PM,"Sewall employee parked truck at residence, the truck developed a leak.  Large stain, very little penetration.","#2 Fuel Oil","","BRISTOL","139 Snowball Hill Road",43.873519,-69.514068
"A-87-2005",2/22/2005 2:00:00 PM,"MTBE in well 230 ppb","Hazardous Chemical - Specified in report","","WASHINGTON","C&S One Stop",44.243277,-69.381784
"A-88-1988",3/16/1988 1:00:00 PM,"","Unspecified Motor Fuel","","FREEDOM","",44.531496,-69.293857
"A-88-1998",2/28/1998,"","#1 Fuel Oil - Kerosene","","MONHEGAN ISLAND PLT","",43.764176,-69.31797
"A-89-1985",5/27/1985 9:22:00 AM,"","Hydraulic Oil","","AUGUSTA","",44.331113,-69.765414
"A-89-1986",3/31/1986 8:34:00 AM,"","Hazardous Chemical - Unspecified","","LEEDS","",44.22136,-70.091119
"A-89-2003",2/25/2003 12:00:28 PM,"100+ gal at residential AST","#1 Fuel Oil - Kerosene","","FARMINGDALE","Bowman St",44.247812,-69.790149
"A-89-2007",2/27/2007 5:30:00 PM,"Ice fell onto tank breaking the filter off.  About 200 gallons to ground.","#1 Fuel Oil - Kerosene","","LIVERMORE","601 River Road",44.432636,-70.181056
"A-89-2010",2/11/2010 2:55:00 PM,"Outside AST leak Unknown amount spilled","#1 Fuel Oil - Kerosene","","WAYNE","791 Main Street Jennie Troscianiec 685-8060",44.362862,-70.085916
